chrom	start0	end0	strand	ZN_transcript_index	HornerLab_M1pA_no_sample_id_20250213_1949_3B_PBC38951_2f55671c_pod5_5genes	HornerLab_M2pA_no_sample_id_20250213_1949_3C_PBC17736_c6754256_pod5_5genes	HornerLab_M3pA_no_sample_id_20250213_1950_3D_PBC17512_3a773761_pod5_5genes	HornerLab_Z1pA_no_sample_id_20250213_1950_3E_PBC48691_3a030c77_pod5_5genes	HornerLab_Z2pA_no_sample_id_20250213_1951_3F_PBC38885_f4e4aacc_pod5_5genes	HornerLab_Z3pA_no_sample_id_20250213_1951_3G_PBC48550_1032943c_pod5_5genes
chr2	69914333	69914334	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914340	69914341	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914341	69914342	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914342	69914343	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914344	69914345	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914345	69914346	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914350	69914351	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914352	69914353	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914353	69914354	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914356	69914357	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914357	69914358	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914358	69914359	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914364	69914365	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914368	69914369	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914372	69914373	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914374	69914375	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914379	69914380	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914381	69914382	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914384	69914385	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914389	69914390	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914398	69914399	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914405	69914406	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914406	69914407	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914413	69914414	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914417	69914418	+	1	0.0	0.0	0.0	7.0	0.0	0.0
chr2	69914419	69914420	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914420	69914421	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914421	69914422	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914426	69914427	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914427	69914428	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914432	69914433	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914440	69914441	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914442	69914443	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914443	69914444	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914444	69914445	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914445	69914446	+	1	0.0	0.0	0.0	7.0	0.0	0.0
chr2	69914448	69914449	+	1	0.0	0.0	0.0	7.0	0.0	0.0
chr2	69914450	69914451	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914452	69914453	+	1	0.0	0.0	0.0	8.0	0.0	0.0
chr2	69914457	69914458	+	1	0.0	0.0	0.0	8.0	0.0	0.0
